% File Generated: 15-May-2025 02:45:54
% Dataset Collection: World Monthly Surface Station Climatology
% Type: TAVG - Monthly
% Version: LATEST
% Dataset Hash: 6985dc3e7a9ae37791a218b0fa98fe6b
% 
% ------------------------------------
% 
% This file is a plain text export of a portion of the temperature data contained 
% in Berkeley Earth Surface Temperature Analysis.
% 
% The associated dataset name is shown above, while this file should have the 
% name
% 
% 	data_characterization.txt
% 
% For general information about this data product, please refer to the data set 
% readme file: README.txt
% 
% The current file contains summary data about the information available in each 
% station's temperature time series.  The main temperature data, other secondary 
% data, and station metadata can be found in other files in the same directory 
% and should be distributed together.
% 
% The columns contained in this file are as follows:
% 
% {'Station ID', 'Series Number', 'Number of Data Points', ...
%     'Earliest Date', 'Most Recent Date', 'Unique Times', 'Missing Values', ...
%     'TOB Values', 'Contrib Values', 'Max Value', 'Min Value', 'Mean', 'Median', 
% ...
%     'First Quartile', 'Last Quartile', 'Standard Deviation', 'Bad Flags'
% 
% 	Station ID: A unique integer identifying each station.  Metadata for the site 
% is contained in the associated files labeled "site_summary" or "site_detail".
% 
% 	Series Number: An integer identifying each time series at the specified site.  
% In many cases there is only one time series for each site, and it is labeled 
% "1".  However, sometimes there are multiple instruments or multiple techniques 
% used to report temperature at a given location.  
% 
% 	Number of Data Points: The number of data points reported.  Note that some 
% data products allow for the possibility that multiple values (e.g. an original 
% value and a corrected one) were reported for the same day so the number of data 
% points may be greater than the number of unique time points.  See "data.txt" 
% for additional information on multiply-valued series, if relevant.
% 
% 	Earliest Date: The earliest date for which data is reported.
% 
% 	Most Recent Date: The most recent date for which data is reported.
% 
% 	Unique Times: The number of unique dates reporting data.
% 
% 	Missing Values: The number of reporting oportunities between the earliest and 
% most recent date for which there is no data reported.
% 
% 	TOB Values Known: The number of data values where a time of observation is 
% also reported.  Time of observation defines the local climatological day.  
% Rather than reporting midnight-to-midnight values, it is not uncommon for low 
% tech stations to be recorded every morning.  In which case the local 
% climatological day may run from 6AM-to-6AM.  Local time of observation may 
% change a number of times during the history of a station.  TOB values are most 
% often reported for US stations and are only rarely available in other parts of 
% the world.
% 
% 	Underlying Values Known: The number of data values for which the underlying 
% number of observations that contributed to the current value were reported.  
% Monthly or daily averages often derive from underyling data recorded daily, 
% hourly, or at some other frequency.  When possible, we report the number of 
% underlying values that were combined into the current data point.
% 
% 	Max Value: The highest temperature reported in this record.  Temperature in 
% Celsius. 
% 
% 	Min Value: The lowest temperature reported in this record.  Temperature in 
% Celsius. 
% 
% 	Mean: The mean temperature reported in this record.  Temperature in Celsius. 
% 
% 	Median: The median temperature reported in this record.  Temperature in 
% Celsius. 
% 
% 	First Quartile: The temperature at which 1/4 of the reported data is below 
% this value.  Temperature in Celsius. 
% 
% 	Last Quartile: The temperature at which 1/4 of the reported data is above this 
% value.  Temperature in Celsius. 
% 
% 	Standard Deviation: The standard deviation of the temperature data in degrees 
% Celsius.
% 
% 	Bad Flags: The number of data values in the current data set that quality 
% control processes suggested are bad.
% 
% 
% ------------------------------------
% Station ID, Series Number, Number of Data Points, Earliest Date, Most Recent Date, Unique Times, Missing Values, TOB Values Known, Underyling Values Known, Max Value, Min Value, Mean, Median, First Quartile, Last Quartile, Standard Deviation, Bad Flags
% 
47498	1	23	1986.125	1987.958	23	0	0	0	 -5.500	-44.900	-25.583	-27.200	-34.000	-19.600	 10.433	0	
47499	1	157	2010.708	2025.208	157	18	0	0	 -4.300	-56.600	-22.088	-23.100	-29.400	-14.900	  9.700	0	
47500	1	23	1986.125	1987.958	23	0	0	0	 -5.800	-46.800	-27.765	-30.500	-37.200	-18.600	 11.873	0	
47501	1	138	2009.875	2025.125	138	46	0	0	 -5.000	-49.600	-26.907	-29.100	-35.800	-17.400	 11.452	0	
47502	1	31	2016.375	2022.792	31	47	0	0	 -6.300	-43.900	-27.719	-30.300	-36.300	-18.100	 11.537	0	
47503	1	24	1986.042	1987.958	24	0	0	0	 -6.800	-47.600	-28.300	-32.000	-38.600	-16.800	 12.739	0	
47504	1	209	2007.292	2025.125	207	8	0	0	 -5.500	-50.500	-27.433	-30.700	-37.600	-17.400	 12.213	0	
47505	1	6	1984.125	1984.542	6	0	0	0	-17.000	-31.400	-25.000	-25.300	-29.100	-21.900	  5.176	0	
47506	1	9	1987.042	1987.958	9	3	0	0	 -5.300	-30.500	-20.111	-24.000	-28.600	-15.200	  9.529	0	
47507	1	169	2009.042	2025.125	169	25	0	0	 -3.600	-40.600	-23.141	-25.800	-31.200	-15.200	  9.351	0	
47508	1	24	1986.042	1987.958	24	0	0	0	 -5.500	-44.500	-26.392	-28.500	-35.500	-17.800	 11.663	0	
47509	1	164	2010.708	2025.208	164	11	0	0	 -4.700	-44.700	-25.231	-27.650	-33.900	-17.100	 10.505	0	
47510	1	59	1981.125	1985.958	59	0	0	0	 -4.900	-41.700	-23.583	-25.700	-32.100	-15.600	  9.901	0	
47511	1	132	2010.708	2025.208	132	43	0	0	 -4.000	-40.800	-21.439	-23.650	-28.700	-13.800	  9.232	0	
47512	1	39	1981.125	1985.958	39	20	0	0	 -6.300	-42.900	-24.423	-25.200	-35.000	-16.200	 10.748	0	
47513	1	11	1987.125	1987.958	11	0	0	0	 -7.300	-35.200	-27.518	-30.800	-34.900	-28.200	  9.476	0	
47514	1	8	1986.042	1987.958	8	16	0	0	 -4.200	-13.700	 -8.450	 -8.800	-10.100	 -6.200	  2.977	0	
47515	1	11	1984.125	1984.958	11	0	0	0	 -7.000	-44.600	-26.427	-26.700	-38.900	-18.300	 12.140	0	
47516	1	35	1956.125	1958.958	35	0	0	0	 -4.400	-41.700	-23.617	-27.200	-33.300	-14.400	 10.855	0	
47517	1	97	2010.125	2020.292	97	26	0	0	 -0.600	-36.700	-21.172	-23.900	-29.200	-12.000	  9.760	0	
47518	1	21	1984.125	1985.958	21	2	0	0	 -4.500	-41.100	-22.595	-23.100	-30.900	-15.700	 10.370	0	
47519	1	73	1981.125	1987.958	73	10	0	0	 -5.200	-43.600	-25.967	-27.800	-34.400	-17.700	 10.041	0	
47520	1	131	1961.042	1979.708	131	94	0	0	 -3.300	-40.600	-21.996	-23.900	-31.500	-12.600	 10.668	0	
47521	1	6	1983.125	1983.542	6	0	0	0	-16.100	-34.900	-24.867	-21.900	-33.900	-20.500	  7.717	0	
47522	1	203	2006.958	2025.125	203	16	0	0	 -3.900	-41.900	-22.517	-24.900	-30.700	-14.500	 10.003	0	
47523	1	24	1984.042	1985.958	24	0	0	0	 -3.700	-37.900	-20.517	-21.200	-28.100	-14.400	  9.511	0	
47524	1	11	1984.125	1985.958	11	12	0	0	 -7.800	-31.600	-21.091	-21.900	-27.900	-16.800	  7.340	0	
47525	1	71	1982.125	1987.958	71	0	0	0	 -3.000	-30.700	-17.555	-19.300	-24.600	-10.700	  8.234	0	
47526	1	137	2012.542	2025.125	137	15	0	0	 -1.700	-31.300	-16.324	-19.200	-23.800	 -8.400	  8.435	0	
47527	1	207	2006.125	2025.208	207	23	0	0	 -3.200	-39.100	-21.745	-23.300	-30.900	-12.200	 10.336	0	
47528	1	724	1956.042	2025.208	724	107	0	0	 -3.000	-35.600	-18.727	-20.250	-26.400	-10.700	  8.970	0	
47529	1	48	1981.208	2023.542	48	461	0	0	 -0.100	-27.800	-12.487	-12.950	-17.300	 -7.700	  6.551	0	
47530	1	49	2011.042	2023.625	49	103	0	0	 -6.200	-33.000	-23.214	-24.800	-26.800	-20.600	  6.280	0	
47531	1	41	1960.042	2022.625	41	711	0	0	 -4.600	-28.900	-15.778	-15.500	-22.600	-10.100	  7.181	0	
47532	1	359	1987.125	2025.208	359	99	0	0	 -2.500	-33.500	-15.863	-16.500	-22.400	 -8.700	  7.852	0	
47533	1	663	1957.208	2025.208	663	154	0	0	 15.900	-25.200	-10.218	-11.900	-15.700	 -3.600	  7.047	0	
